timestamp,fsr_left,fsr_right,f_l,f_r,p_sum,z_score,status
3484,868.0,582.0,856.8097472233236,597.4122936677281,1454.2220408910516,-0.09319116871677628,Normal
3489,1023.0,648.0,860.0462484493048,594.9237483968061,1454.969996846111,-0.08870331990626587,Normal
3494,870.0,597.0,862.21822985598,592.0176951120811,1454.2359249680612,-0.09310786215564641,Normal
3499,828.0,599.0,863.1931183226612,588.1396567486422,1451.3327750713033,-0.11052720045059378,Normal
3504,1003.0,640.0,862.9226659045959,582.8090466297367,1445.7317125343325,-0.1441344224723053,Normal
3509,823.0,564.0,861.4069694537073,575.661866100856,1437.0688355545633,-0.19611299405299812,Normal
3514,966.0,599.0,858.6588290214088,566.5061740045558,1425.1650030259646,-0.2675377889124116,Normal
3519,826.0,619.0,854.7610706762191,555.3949693673054,1410.1560400435246,-0.35759383594581984,Normal
3524,935.0,485.0,849.9522694402879,542.7180519825858,1392.6703214228737,-0.4625107912582308,Normal
3529,823.0,624.0,844.5999933668512,529.2426871911064,1373.8426805579575,-0.5754794829155261,Normal
3534,881.0,471.0,839.1240787522611,515.9605915018826,1355.0846702541437,-0.6880303806790699,Normal
3539,796.0,489.0,833.9521533846555,503.803466688997,1337.7556200736526,-0.7920073016645129,Normal
3544,849.0,491.0,829.4832825037228,493.4839275124985,1322.9672100162213,-0.8807399978034475,Normal
3549,808.0,470.0,826.0354928792267,485.5098487068776,1311.5453415861043,-0.9492729352059489,Normal
3554,812.0,429.0,823.7979503439375,480.2472855047757,1304.0452358487132,-0.994274703538129,Normal
3559,814.0,487.0,822.824451571969,477.96994036963224,1300.7943919416011,-1.0137802584615219,Normal
3564,824.0,468.0,823.0525237561338,478.84596340413236,1301.898487160266,-1.0071555202262565,Normal
3569,804.0,406.0,824.3223390483752,482.8461920143511,1307.1685310627263,-0.9755344600568532,Normal
3574,831.0,422.0,826.4085550839636,489.67070684140793,1316.0792619253716,-0.9220687277069706,Normal
3579,844.0,499.0,829.0709318811915,498.7773808032391,1327.8483126844308,-0.8514526438418545,Normal
3584,846.0,544.0,832.1049844427268,509.4844797246027,1341.5894641673294,-0.7690036574805104,Normal
3589,836.0,526.0,835.3791112543056,521.1031997329015,1356.4823109872073,-0.6796443249775641,Normal
3594,863.0,568.0,838.8531516448803,533.0673430382428,1371.9204946831233,-0.5870128887713171,Normal
3599,839.0,558.0,842.5752006041841,545.0160991744652,1387.5912997786495,-0.49298568899840745,Normal
3604,867.0,572.0,846.6640190155088,556.8163456693388,1403.4803646848477,-0.3976488973637301,Normal
3609,848.0,581.0,851.2835616789959,568.5317598843149,1419.8153215633106,-0.2996366864830283,Normal
3614,830.0,569.0,856.6072984859553,580.3547014854115,1436.9619999713668,-0.19675402370417652,Normal
3619,975.0,671.0,862.7721162750613,592.5332699567759,1455.3053862318372,-0.0866909328858692,Normal
3624,836.0,588.0,869.8309789756293,605.3070619973832,1475.1380409730125,0.03230799397258559,Normal
3629,859.0,586.0,877.7183002515682,618.8393932757855,1496.5576935273536,0.16082914764122014,Normal
3634,1004.0,681.0,886.2207520984789,633.1439146536259,1519.3646667521048,0.2976744350751942,Normal
3639,831.0,600.0,894.9266449113505,648.0144110427054,1542.941055954056,0.43913633469696994,Normal
3644,1010.0,729.0,903.2405519459422,663.0020212474874,1566.2425731934295,0.5789489609866013,Normal
3649,828.0,620.0,910.5634677842315,677.4986687804953,1588.0621365647269,0.7098696400177218,Normal
3654,1010.0,779.0,916.463093430533,690.8830045921608,1607.3460980226937,0.825576324222414,Normal
3659,845.0,672.0,920.6784220357354,702.6216742288295,1623.300096264565,0.9213027256881133,Normal
3664,1014.0,782.0,923.0642038890451,712.3052386122816,1635.3694425013268,0.9937206278197919,Normal
3670,844.0,679.0,923.5542924765267,719.6723592558425,1643.2266517323692,1.0408650711027783,Normal
3675,1018.0,806.0,922.1442597761969,724.6218438806252,1646.766103656822,1.062102317763586,Normal
3680,847.0,683.0,918.8978071987934,727.1836768360968,1646.0814840348903,1.0579944965273813,Normal
3685,1023.0,817.0,913.9719533308921,727.4923341404884,1641.4642874713804,1.0302906190927832,Normal
3690,832.0,662.0,907.659601881997,725.8074959906626,1633.4670978726595,0.9823062724407122,Normal
3695,1023.0,815.0,900.4445512379152,722.5593170308888,1623.0038682688041,0.9195253129281474,Normal
3700,848.0,677.0,893.0594326460755,718.3877423443387,1611.4471749904142,0.8501834060524355,Normal
3705,1014.0,813.0,886.4433100903756,714.0883291297014,1600.531639220077,0.78468854115881,Normal
3710,819.0,670.0,881.4955625806896,710.3867135127791,1591.8822760934686,0.7327910547401811,Normal
3715,818.0,670.0,878.8065059140222,707.7134577032293,1586.5199636172515,0.7006163691785586,Normal
3720,1017.0,827.0,878.5268605193727,706.1359920310655,1584.6628525504382,0.6894734220092655,Normal
3725,808.0,669.0,880.2846238257845,705.3713391213199,1585.6559629471044,0.6954322345332339,Normal
3730,1017.0,811.0,883.2400671841945,704.8996311592617,1588.139698343456,0.7103350224163195,Normal
3735,819.0,690.0,886.4320004068661,704.2360391196711,1590.668039526537,0.725505451763533,Normal
3740,1015.0,791.0,889.145927329017,703.1675044645439,1592.313431793561,0.73537805412526,Normal
3745,832.0,680.0,891.0295389103296,701.8026241663343,1592.832163076664,0.7384905202485682,Normal
3750,1013.0,773.0,891.9577500295413,700.4894089571634,1592.4471589867048,0.7361804375017463,Normal
3755,831.0,674.0,891.6716286072669,699.6341960686373,1591.3058246759042,0.7293322590836532,Normal
3760,828.0,668.0,889.4282405418993,699.5241509053502,1588.9523914472495,0.7152113039065581,Normal
3765,993.0,743.0,883.8909213275656,700.2797139723881,1584.1706352999536,0.6865200440902076,Normal
3770,817.0,689.0,873.1529145902094,701.8827735254868,1575.0356881156963,0.6317089799123787,Normal
3775,965.0,729.0,854.8649437863274,704.2125476247209,1559.0774914110484,0.5359573870352722,Normal
3780,806.0,652.0,826.5563264912361,707.1187352863615,1533.6750617775974,0.38353896875351723,Normal
3785,943.0,722.0,786.0094003801499,710.5233506448949,1496.532751025045,0.16067948885642125,Normal
3790,822.0,846.0,731.5976659644881,714.4641951174833,1446.0618610819715,-0.14215348127277141,Normal
3795,911.0,705.0,662.7554205906999,719.049088916297,1381.804509506997,-0.5277073055075643,Normal
3800,891.0,683.0,580.5916294281369,724.3836011201986,1304.9752305483355,-0.9886945947386075,Normal
3805,877.0,819.0,488.5474987638235,730.5030016442291,1219.0505004080526,-1.5042559661604387,Caution
3810,0.0,694.0,392.5889745329146,737.2794150091373,1129.868389542052,-2.039362114405569,Caution
3815,0.0,813.0,299.8615264197001,744.3659196638422,1044.2274460835424,-2.553220722832306,Caution
3820,0.0,672.0,216.30172033840665,751.272237007759,967.5739573461657,-3.0131532441586946,Danger
3825,0.0,797.0,145.33424410261668,757.4619193734608,902.7961634760775,-3.401829800847539,Danger
3830,0.0,669.0,88.14394105439801,762.4056741915265,850.5496152459245,-3.7153169891531364,Danger
3835,0.0,796.0,44.3839442710349,765.7122991759117,810.0962434469466,-3.958043335913469,Danger
3840,0.0,804.0,12.752887116402377,767.2727174276141,780.0256045440165,-4.1384717155780235,Danger
3845,0.0,677.0,-8.55822361742808,767.2914010955568,758.7331774781287,-4.266229497081278,Danger
3850,0.0,801.0,-21.538625533451633,766.260836762877,744.7222112294254,-4.350297412829552,Danger
3855,0.0,644.0,-28.1333539108217,764.8576078820628,736.7242539712411,-4.398286365554462,Danger
3860,0.0,782.0,-30.10284338214608,763.6984322661691,733.5955888840231,-4.417058829086815,Danger
3865,0.0,652.0,-28.947712862296083,763.1021373108701,734.1544244485741,-4.41370573121163,Danger
3870,0.0,786.0,-25.881398142884862,762.977714622728,737.096316479843,-4.396053934252365,Danger
3875,0.0,645.0,-21.835670179121877,762.8678826826913,741.0322125035694,-4.372437963059284,Danger
3880,0.0,793.0,-17.486801362929082,762.1922477531535,744.7054463902244,-4.350398004399359,Danger
3885,0.0,801.0,-13.292872386454018,760.5160930890567,747.2232207026026,-4.335290977873922,Danger
3890,0.0,661.0,-9.53522715082405,757.6687918990358,748.1335647482117,-4.329828775969375,Danger
3895,0.0,815.0,-6.3592578137242555,753.7954919765352,747.4362341628109,-4.334012864908108,Danger
3900,0.0,668.0,-3.8114838163924927,749.3391266124066,745.5276427960141,-4.345464701660381,Danger
3905,0.0,804.0,-1.8712753620184885,744.8614500587686,742.99017469675,-4.360689893884551,Danger
3910,0.0,653.0,-0.476593648019798,740.8561354053306,740.3795417573108,-4.376354086211241,Danger
3915,0.0,802.0,0.45617406764825597,737.7064459466944,738.1626200143427,-4.389655951835649,Danger
3920,0.0,628.0,1.0177601068213034,735.6902782310967,736.7080383379181,-4.39838366180597,Danger
3926,0.0,789.0,1.2961741044157034,734.9544855232367,736.2506596276525,-4.40112800321663,Danger
3931,0.0,646.0,1.370609377616941,735.4979504272256,736.8685598048426,-4.397420508735892,Danger
3936,0.0,784.0,1.3082430104387959,737.1884276648241,738.4966706752629,-4.387651597366484,Danger
3941,0.0,668.0,1.163148886769447,739.7828966441125,740.946045530882,-4.372954977922612,Danger
3946,0.0,787.0,0.9766531852931757,742.921207456009,743.8978606413023,-4.3552436409882125,Danger
